experiment_id,format,train_quality,test_quality,best_val_score,test_subset_accuracy,test_hamming_accuracy,test_f1_macro,test_f1_micro,test_map,test_n_classes_present
resnet50_syntax_mixed_jpeg,jpeg,mixed,png,67.73919966151666,0.11333333333333333,0.8847435897435898,0.6741982328096036,0.7770890156211258,0.6592730093688238,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,100,67.73919966151666,0.11333333333333333,0.885,0.6738902963609054,0.7780252412769116,0.6584551188465532,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,95,67.73919966151666,0.11333333333333333,0.8867948717948718,0.6766984577283001,0.7807300720139061,0.6560578728294838,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,90,67.73919966151666,0.11666666666666667,0.8861538461538462,0.6749612678412964,0.77998017839445,0.6572752206074917,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,85,67.73919966151666,0.11666666666666667,0.8866666666666667,0.6801363342608703,0.7811881188118812,0.6601159978561889,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,80,67.73919966151666,0.12333333333333334,0.8855128205128205,0.6760669636507349,0.7790150952734471,0.6583368533382584,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,75,67.73919966151666,0.10666666666666667,0.8848717948717949,0.6730868365598909,0.7771712158808933,0.6586919345600837,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,70,67.73919966151666,0.11666666666666667,0.8862820512820513,0.6751953345412698,0.7796273291925466,0.6593698254858685,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,60,67.73919966151666,0.13,0.8866666666666667,0.6791755611249398,0.7809712586719524,0.6604767592932327,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,50,67.73919966151666,0.13666666666666666,0.8876923076923077,0.6796511800193396,0.7821979114868225,0.6609743762576495,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,40,67.73919966151666,0.13,0.8865384615384615,0.6779489164778084,0.7806691449814126,0.6593237992588886,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,30,67.73919966151666,0.13,0.8864102564102564,0.6756497179092968,0.7799304520615996,0.6634755514827395,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,20,67.73919966151666,0.13666666666666666,0.8857692307692308,0.6766096351732712,0.7790726506322837,0.6514401579741688,24
resnet50_syntax_mixed_jpeg,jpeg,mixed,10,67.73919966151666,0.11,0.8838461538461538,0.6703284941385705,0.7750744786494538,0.6512895474352356,24
